料號	品名
321 615 301D	煞車盤-前
321 615 301D !	煞車盤-前
321 615 301D *	煞車盤-前
321 615 301D +	煞車盤-前
321 820 015B *	鼓風機-冷氣
321 820 015B /	鼓風機
321 820 021	鼓風機
321 905 051	連續電阻-鼓風機
321 919 133	汽油浮筒墊片
321 945 361A *	側燈-後葉
321 953 049A /	方向燈-左前
321 953 050A /	方向燈-右前
321 955 531A ~	繼電器-19
321 959 481C *	水溫開關-散熱馬達
321 959 483 -	冷氣壓力開關-高壓
323 959 455A	風扇馬達
325 945 112A /	尾燈-右
327 837 015B *	六角鎖-左前門
327 837 015B /	六角鎖-左前門
327 837 015B ~	六角鎖-左前門
327 959 455 *	風扇馬達
330 422 371 *	方向機油壺
331 611 051A *	煞車分泵-後
331 955 425	雨刷片-後 93/115
333 501 117 +	羊角-左後
333 501 118 +	羊角-右後
333 512 143A *	後避橡皮固定環
333 513 425 /	後避震器防塵套
333 827 705	防水橡皮-後箱
333 945 107 -	尾燈-左內
333 945 108	尾燈-右內
333 955 435A	雨刷臂蓋-後
333 955 651 *	噴水馬達
333 955 651 -	噴水馬達
333 955 651 /	噴水馬達
353 959 455D *	風扇馬達
353 959 455D -	風扇馬達
353 959 455D >	風扇馬達
357 091 700 -	空調濾芯
357 119 113A *	風扇-被動
357 121 051B	水管-下
357 121 051P	水管-下
357 121 101A	水管-上
357 121 101AQ	水管-上
357 121 101E *	水管-上
357 121 109E	水管-副水筒>鐵管
357 121 109F *	水管-三通
357 121 109G *	水管-三通
357 121 251B	水箱
357 121 253AB *	水箱
357 121 253AB -	水箱
357 129 625	節流閥墊圈
357 131 701C	觸煤轉換器
357 131 701CX *	觸煤轉換器
357 199 273A	引擎腳架-前
357 199 279B	引擎腳-前
357 199 279B +	引擎腳-前
357 199 279B /	引擎腳-前
357 199 381A	變速箱腳
357 199 402B +	變速箱腳
357 199 402B -	變速箱腳
357 199 402B /	變速箱腳
357 201 043A	汽油泵盒
357 253 141A *	排氣管接管-前
357 253 144E *	吊耳
357 253 144E -	吊耳
357 253 609A *	消音器-後段
357 253 609A -	消音器-後段
357 253 609A /	消音器-後段
357 253 609C *	消音器-後段
357 253 609C -	消音器-後段
357 253 609C /	消音器-後段
357 407 151 *L	三角架-左
357 407 151 /	三角架
357 407 182 -	三角架鐵套-綠
357 407 182 /	三角架鐵套-紅
357 407 271P *	傳動軸-左
357 407 272LX	傳動軸-右
357 407 365 !	和尚頭-三角架
357 407 365 #	和尚頭-三角架
357 407 365 +	和尚頭-三角架
357 407 365 /	和尚頭-三角架
357 407 613B -	哈扶-前
357 407 613B .	哈扶-前
357 407 615 *	哈扶-前
357 407 615 +	哈扶-前
357 407 615 .	哈扶-前
357 407 625	前輪軸承
357 407 625B *	前輪軸承
357 407 625B -	前輪軸承
357 411 315D +	平衡桿接頭
357 411 315D /	平衡桿接頭
357 412 249	避震器軸承
357 412 303F *	避震器橡皮-前
357 412 303F +	避震器橡皮-前
357 412 341A	避震器彈簧上座-前
357 413 031B *-	避震器芯-前
357 413 031B *LI	避震器-前
357 413 031C *GA	避震器-前
357 413 031C +	避震器-前
357 413 031C -	避震器-前
357 413 031C /	避震器-前
357 413 031R +	避震器-前
357 413 031R -	避震器-前
357 413 031R /	避震器-前
357 422 055	動力方向機
357 422 061C	動力方向機
357 422 801	惰桿
357 422 801 *	惰桿
357 422 803 +	惰桿總成-左
357 422 804 +	惰桿總成-右
357 422 821 *	惰桿
357 422 821 +	惰桿
357 422 821 -	惰桿
357 422 821A *	惰桿
357 422 893D *	方向機油管-泵>方機
357 498 099 *	外半軸修理包
357 498 099 -	外半軸修理包
357 498 099D /	外半軸修理包
357 498 099DX	外半軸修理包
357 498 099E +	外半軸修理包
357 498 099E /	外半軸修理包
357 498 103	內半軸修包-左
357 498 104	內半軸修包-右
357 498 203A /	防塵套修包-外半軸
357 498 625B +	前輪軸承組
357 498 625B /	前輪軸承組
357 501 641B -	後輪軸油封
357 512 333	避震器橡皮-後
357 513 031S +	避震器-後
357 513 031S -	避震器-後
357 513 031S /	避震器-後
357 513 031S GAS	避震器-後
357 513 033A	避震器-後
357 598 333 -	後避上座橡皮組
357 609 721E -	手煞車線
357 611 019A *	煞車總泵
357 611 019A -	煞車總泵
357 611 019B #	煞車總泵
357 611 019B -	煞車總泵
357 611 053B	煞車分泵-後
357 612 107 -	煞車真空輔助泵
357 612 107 /	煞車真空輔助泵
357 615 123A *	煞車分泵-前左
357 615 123B	煞車分泵-前左
357 615 124A *	煞車分泵-前右
357 615 124B	煞車分泵-前右
357 615 125C -	煞車分泵架
357 615 601 !	煞車盤-後
357 615 601 *	煞車盤-後
357 615 601 /	煞車盤-後
357 615 601 。	煞車盤-後-鑽孔
357 615 601B *	煞車盤-後
357 615 601B +	煞車盤-後
357 615 601B 。	煞車盤-後
357 698 151A	來令片組-前
357 698 151A *	來令片組-前
357 698 151A -	來令片組-前
357 698 151A .	來令片組-前
357 698 151A /	來令片組-前
357 698 151A ^	來令片組-前
357 698 151A |	來令片組-前
357 698 151A 。	來令片組-前
357 698 151B !	來令片組-前
357 698 151B -	來令片組-前
357 698 151B .	來令片組-前
357 698 151B /	來令片組-前
357 698 151D	來令片組-前
357 698 151F	來令片組-前
357 698 601 !	煞車盤組-後-*2
357 711 055C	排擋桿上端接頭
357 711 091	排擋桿箱底蓋-手排
357 711 145A	彈簧
357 711 234	排擋線固定螺絲
357 711 303	手煞車拉柄
357 721 261A #	離合器分泵
357 721 401 #	離合器總泵
357 721 401 /	離合器總泵
357 723 555C	油門線-自排
357 805 591A +	水箱架
357 807 105 *TW	保桿-前內鐵
357 820 021	鼓風機
357 820 021 .	鼓風機
357 820 103 -	蒸發器
357 820 103D -	蒸發器
357 820 295 *	冷度開關
357 820 413A *	冷排
357 820 413A -	冷排
357 820 601	儲氣筒
357 820 803P	壓縮機總成
357 820 805C	壓縮機總成
357 837 207A *	外把手-左前
357 837 208A *	外把手-右前
357 839 016D .	六角鎖-右後門
357 853 085  QS1	輪弧-左前
357 853 086  QS1	輪弧-右前
357 853 088  QS1	輪弧-右後
357 853 088  WH8	輪弧-右後
357 853 653 *	前車頭板
357 853 653 *TW	前車頭板
357 853 871  WH8	浪板-左前門
357 853 898B 2BC	戶定飾板-右後
357 857 521B	後視鏡片-左電動
357 857 521B *	後視鏡片-左電動除霧
357 857 521C -	後視鏡片-左除霧廣角
357 857 971  4FB	扣子
357 862 153B	中控分泵
357 863 209C 4FB	指示板-自排排擋-黑
357 863 209D 6KK	指示板-自排排擋/鐵灰
357 877 658	扣子-天窗機構
357 881 671    Z	椅背調整扭
357 881 671  4FB	椅背調整扭
357 905 115 /	發火線圈
357 905 851	引擎鎖座
357 905 851D -	引擎鎖座
357 905 851DS -	引擎鎖座+鎖仁
357 905 855B /	引擎鎖仁
357 905 865 *	引擎鎖開關
357 906 091A	汽油泵
357 906 091A *	汽油泵
357 906 092C -	汽油泵
357 906 092CS	汽油泵/濾網
357 906 092CS *	汽油泵/濾網
357 906 092CS /	汽油泵/濾網
357 906 381B *	繼電器-111
357 907 521	鼓風機控制器
357 919 081	開關-燃油壓力
357 919 243D	燈泡
357 919 501A	水溫開關-溫度錶
357 919 501A *	水溫感知器-溫度錶
357 919 501A /	水溫感知器-溫度錶
357 919 506A	控制盒-冷氣風扇
357 919 506A -	控制盒-冷氣風扇
357 919 506A ~	控制盒-冷氣風扇
357 937 039  Z	保險絲盒
357 941 531 *	大燈開關
357 941 531 /	大燈開關
357 945 111 *	尾燈-左外
357 945 112 *	尾燈-右外
357 947 111C	室內燈-前
357 953 049A  XX	方向燈-左前-中古
357 953 513  01C	方向燈開關
357 953 513F *	方向燈開關
357 953 513F /	方向燈開關
357 955 425 -	雨刷片-右 221
357 955 425D -	雨刷片-左加壓 607
357 955 455	雨刷噴水筒蓋
357 957 031B	里程錶
357 959 455F *	風扇馬達
357 959 455F /	風扇馬達
357 959 455L	風扇馬達
357 959 855A  Z	電窗開關
357 959 855A /	電窗開關
357 998 092C	汽油泵+濾網
373 837 501B	升降機總成-電動右
374 698 151	來令片組-前
376025SP	避震器-後
376048SP	避震器-後
376053SP	避震器-後
376063SP	避震器-後
376081SP	避震器-後
376082SP	避震器-後
377 121 251RA ~	水箱
377 260 299	惰輪-冷氣/方向機皮帶調整架
377 422 065C	動力方向機
377 422 801B	惰桿總成-左
377 422 802D	惰桿總成-右
377 698 151K	來令片組-前
377 698 151K .	來令片組-前
377 805 571B	水箱架總成
377 805 591D	水箱架
377 941 043M	大燈總成-左
377 941 044M	大燈總成-右
377 959 455H	風扇馬達
3A0 051 849 *	天線尾巴-車頂
3A0 121 051G *	水管-下
3A0 121 051G /	水管-下
3A0 121 101F *	水管-上
3A0 121 101F /	水管-上
3A0 121 253AB	水箱
3A0 121 253AB #	水箱
3A0 121 253AB *	水箱
3A0 121 253AB +	水箱
3A0 121 253C	水箱
3A0 121 253C *	水箱
3A0 121 253C +	水箱
3A0 121 253C -	水箱
3A0 121 447B	水管-上
3A0 122 447  XX	水管-上-中古
3A0 199 402 +	變速箱腳
3A0 199 402 -	變速箱腳
3A0 253 144 *	吊耳
3A0 253 609H *	消音器-後段
3A0 253 609H -	消音器-後段
3A0 253 609K -	消音器-後段
3A0 253 609M	消音器-後段
3A0 253 609M *	消音器-後段
3A0 253 609M +	消音器-後段
3A0 253 609M /	消音器-後段
3A0 407 272B	傳動軸-右
3A0 422 371	方向機油壺
3A0 422 803C +	惰桿總成-左
3A0 422 803D *	惰桿總成
3A0 422 804C +	惰桿總成-右
3A0 422 811 *	和尚頭-惰桿左
3A0 422 811A	和尚頭-惰桿
3A0 422 811A !	和尚頭-惰桿
3A0 422 811A *	和尚頭-惰桿
3A0 422 812 -	和尚頭-惰桿右
3A0 422 821 *	惰桿
3A0 609 721A *	手煞車線
3A0 615 301 *	煞車盤-前
3A0 615 301A !	煞車盤-前
3A0 698 151A #	來令片組-前
3A0 698 151A *	來令片組-前
3A0 698 151A /	來令片組-前
3A0 805 591 *TW	水箱架
3A0 807 133C -	保桿支架-左前
3A0 819 644 #	空調濾芯
3A0 820 045	冷氣開關總成
3A0 827 571D ~	後箱鎖
3A0 831 055 X	門總成-左前-中古
3A0 831 056 X	門總成-右前-中古
3A0 837 207C *	外把手-左前門
3A0 837 208C *	外把手-右前門
3A0 837 461 *	升降機-電動左前
3A0 837 462 *	升降機-電動右前
3A0 837 994A 01C	三角飾板-右前內
3A0 839 205A /	外把手-左後門
3A0 839 206A /	外把手-右後門
3A0 839 401F -	升降機-手動左後
3A0 839 402F -	升降機-手動右後
3A0 853 575 /	扣子-門飾條
3A0 853 653C *TW	前柵
3A0 867 197G	內把手飾蓋-左
3A0 867 201C	車門防水紙-左後
3A0 919 860JV	儀錶板總成
3A0 919 860JX >	儀錶板總成舊品回收
3A0 919 880QV	儀錶板總成
3A0 919 880QX >	儀錶板舊品繳回件
3A0 941 017 -	大燈總成-左
3A0 941 018 -	大燈總成-右
3A0 941 067 .	反光角燈-左
3A0 941 068 .	反光角燈-右
3A0 949 101A /	側燈-橢圓/黃
3A0 949 101B -	側燈-橢圓/黑-帶燈泡座
3A0 949 117	側燈-橢圓/黃
3A0 949 117 *	側燈-橢圓/黃
3A0 949 117 -	側燈-橢圓/黃
3A0 949 117B	側燈-橢圓/黑
3A0 949 117B *	側燈-橢圓/黑
3A0 949 117B -	側燈-橢圓/黑
3A0 953 050A /	方向燈-右前
3A0 959 455B >	風扇馬達
3A0 959 455M	風扇馬達
3A0 959 455M *	風扇馬達
3A0 959 455M -	風扇馬達
3A0 959 455M /	風扇馬達
3A0 959 621  01C	除霧開關
3A1 422 061B	動力方向機
3A1 422 061BX *	動力方向機
3A1 721 555B *	油門線-手排
3A1 955 425 *	雨刷片-左-加壓 617
3A5 827 025 X	後箱蓋-中古
3A5 839 478	外水切-右後
3A5 839 973  A94	三角飾板-左後內
3A5 919 051L	汽油泵/浮筒
3A5 945 107 *	尾燈-左內
3A5 945 111 *	尾燈-左外
3A5 945 111 * XX	尾燈-左外-中古
3A5 945 112 *	尾燈-右外
3A9 809 602	葉子板-右後
3A9 827 550 /	撐桿-後箱蓋
3A9 945 111 XX	尾燈-左外
3AA 201 550M	油箱蓋
3AA 698 451	來令片組-後
3AA 698 451 +	來令片組-後
3AA 698 451A -	來令片組-後
3AA 805 588C	水箱架
3AA 807 109B ZZ	保桿內鐵-前-瑕疵
3AA 821 021	葉子板-左前
3AA 821 022	葉子板-右前
3AA 821 022A	葉子板-右前
3AA 823 031  ZZ	引擎蓋-瑕疵
3AA 825 216	後尾下護板
3AA 831 055 ZZ	車門總成-左前-受損
3AA 854 950A  GRU ZZ	車門下飾條-右後-瑕疵
3AA 907 801H	手煞車控制電腦-電子駐車
3AA 919 050B	柴油泵
3AA 919 051C	汽油泵/浮筒
3AA 919 051E	汽油泵/浮筒
3AA 919 051L	汽油泵/浮筒
3AA 998 275	氣嘴修理包
3AB 423 061CX	動力方向機
3AB 823 509A	引擎蓋六角鎖-下
3AB 955 023	雨刷馬達總成-含支架
3AE 807 393	保桿側固定座-後左
3AE 807 394	保桿側固定座-後右
3AE 807 460   2ZZ ZZ	保桿飾條-後右-鉻-瑕疵
3AE 945 093D	尾燈-左內
3AE 945 094E	尾燈-右內
3AF 945 096E	尾燈-右外
3B0 091 800	空調濾芯-活性碳
3B0 091 800 #	空調濾芯-活性碳
3B0 091 800 *	空調濾芯-活性碳
3B0 091 800 -	空調濾芯-活性碳
3B0 091 800 .	空調濾芯-活性碳
3B0 091 800 /	空調濾芯-活性碳
3B0 121 284A	集風板-右
3B0 121 284D	集風板-右
3B0 121 321 -	水箱蓋
3B0 121 321 .	水箱蓋
3B0 121 321 ~	水箱蓋
3B0 122 291B ~	快拆接頭-水管
3B0 122 447D	水管-副水筒>T接頭
3B0 131 149C	二次空氣連接管
3B0 201 220F	汽油管-油泵>汽油芯
3B0 407 285A	防塵套-外半軸
3B0 413 031 /	避震器-前
3B0 413 031A	避震器-前
3B0 413 031A +	避震器-前
3B0 413 031A /	避震器-前
3B0 413 031AC	避震器-前
3B0 413 031P	避震器-前
3B0 498 099D /	外半軸修理包
3B0 498 203A	防塵套修包-外半軸
3B0 498 203A -	防塵套修包-外半軸
3B0 498 203A /	防塵套修包-外半軸
3B0 498 203D	防塵套修包-外半軸
3B0 498 203E	防塵套修包-外半軸
3B0 498 203E -	防塵套修包-外半軸
3B0 513 353 +	後避上座
3B0 711 461B 7D1	手煞車拉柄櫬-灰
3B0 805 594AS	水箱架
3B0 805 594E	水箱架
3B0 805 594M XX	水箱架-中古
3B0 805 903E B41	前下擾流板
3B0 807 049A	保桿側固定座-左前
3B0 807 050B	保桿側固定座-右前
3B0 807 133A XX	保桿支架-左前-中古
3B0 807 217A /	保桿-前外
3B0 807 217A GRU	保桿-前外
3B0 807 311	保桿-後內鐵
3B0 807 311D XX	保桿-後內鐵-中古
3B0 807 469B	保桿內側緩衝墊-前
3B0 807 719 -	保桿飾條-前中/牌照板
3B0 809 957  01C	擋泥板-左前內龜
3B0 809 958  01C	擋泥板-右前內龜
3B0 809 961A 01C	擋泥板-左前內龜
3B0 809 962A 01C	擋泥板-右前內龜
3B0 819 728A 2AQ	冷氣出風口-中
3B0 819 728B  2AQ	冷氣出風口-中
3B0 823 031A	引擎蓋
3B0 823 031A +	引擎蓋
3B0 823 031E XX	引擎蓋-中古
3B0 823 031J	引擎蓋
3B0 823 359A	撐桿-引擎蓋
3B0 823 359B #	撐桿-引擎蓋
3B0 823 359B *	撐桿-引擎蓋
3B0 823 359B /	撐桿-引擎蓋
3B0 823 359C	撐桿-引擎蓋
3B0 823 359C *	撐桿-引擎蓋
3B0 823 359D ~	撐桿-引擎蓋
3B0 823 499B	引擎蓋緩衝橡皮
3B0 823 509K	引擎蓋六角鎖
3B0 823 509S	引擎蓋六角鎖
3B0 837 033D	六角鎖扣
3B0 837 085C	內把手拉線-前
3B0 837 167	鎖仁-外把手左
3B0 837 167 .	鎖仁-外把手左
3B0 837 167G ~	鎖仁-外把手左
3B0 837 168	鎖仁-外把手右
3B0 837 168 .	鎖仁-外把手右
3B0 837 187  01C	車門按扣
3B0 837 207C GRU	外把手
3B0 837 207F -	外把手
3B0 837 211  01C	外把手墊片-大
3B0 837 477A B41	外水切-左前
3B0 837 478A B41	外水切-右前
3B0 839 085A	內把手拉線-後
3B0 853 601C FDY	VW 標誌-前
3B0 853 651H 3FZ	前柵
3B0 853 675D  739	TDI 標誌-後箱
3B0 853 675E  GQF	TDI標誌-後廂
3B0 853 675L  GQF	TDI標誌
3B0 853 678  B41	通風網-右
3B0 853 753D GRU	車門飾條-左後/鉻式
3B0 853 754D GRU	車門飾條-右後/鉻式
3B0 853 855B B41	戶定飾條-左
3B0 853 856B B41	戶定飾條-右
3B0 854 939C  3FZ	車門飾條-左前下
3B0 854 940C  3FZ	車門飾條-右前下
3B0 857 511A  01C	室內後視鏡-防眩
3B0 857 511A  9B9	室內後視鏡-防眩
3B0 857 511G Y20	室內後視鏡-防眩
3B0 857 511H Y20	室內後視鏡
3B0 858 069BS2ZS	冷氣面板
3B0 867 173  FHE	中央扶手蓋
3B0 867 173  FHG	中央扶手蓋
3B0 867 233  2PX	A柱內飾板-左
3B0 906 091	汽油泵
3B0 919 051B	汽油泵/浮筒
3B0 919 051C -	汽油泵/浮筒
3B0 919 673B	汽油浮筒
3B0 919 673K	汽油浮筒
3B0 927 807B /	ABS速度感知器-後
3B0 941 015AK	大燈總成-左
3B0 941 015AN XX	大燈總成-左-中古件
3B0 941 016AK	大燈總成-右
3B0 941 017 /	大燈總成-左-透明
3B0 941 017K  XX	大燈總成-左
3B0 941 018 /	大燈總成-右-透明
3B0 945 511	煞車燈開關
3B0 945 511A	煞車燈開關
3B0 945 511B	煞車燈開關
3B0 945 511C	煞車燈開關
3B0 945 511D	煞車燈開關
3B0 949 117	側燈-橢圓/黃
3B0 949 117A	側燈-橢圓/黑
3B0 949 117A -	側燈-橢圓/黑
3B0 951 206	喇叭-高音
3B0 951 206A	喇叭-低音
3B0 951 221 .	喇叭-低音-L
3B0 951 223 .	喇叭-高音-H
3B0 953 041 *	方向燈-左前
3B0 953 041 /	方向燈-左前
3B0 953 041A	方向燈-左前
3B0 953 041B *	方向燈-左前-透明
3B0 953 041C  XX	方向燈-左前-白-中古
3B0 953 041C *	方向燈-左前
3B0 953 041C -	方向燈-左前-白
3B0 953 042 *	方向燈-右前
3B0 953 042 /	方向燈-右前
3B0 953 042B  XX	方向燈-右前-透明-中古
3B0 953 042B *	方向燈-右前-透明
3B0 953 042C *	方向燈-右前
3B0 953 042C -	方向燈-右前-白
3B0 953 042C XX	方向燈-右前-白-中古
3B0 953 049C  XX	方向燈-左前-白-中古
3B0 953 049C -	方向燈-左前-白
3B0 953 050C  XX	方向燈-右前-白-中古
3B0 953 050C -	方向燈-右前-白
3B0 953 235B /	故障燈開關
3B0 953 235B 01C	故障燈開關
3B0 955 453AD	雨刷噴水筒
3B0 955 453AE	雨刷噴水筒
3B0 955 531 /	繼電器-99
3B0 959 781	中控馬達-後箱
3B0 959 781B	中控馬達-後箱
3B0 959 781C	中控馬達-後箱
3B0 959 781D	中控馬達-後箱
3B0 959 782	中控馬達
3B0 959 833A *	油箱蓋開關
3B1 422 052RX	動力方向機
3B1 422 891A /	方向機油管-方機>冷卻管
3B1 713 139M 4EC	排擋頭-自排
3B1 823 531C	引擎蓋拉線
3B1 837 015A	六角鎖-左前門
3B1 837 015AK	六角鎖-左前門
3B1 837 015AM	六角鎖-左前門
3B1 837 015AN	六角鎖-左前門
3B1 837 015AQ	六角鎖-左前門
3B1 837 015Q	六角鎖-左前門
3B1 837 015Q .	六角鎖-左前門
3B1 837 016AD	六角鎖-右前門
3B1 837 016BH	六角鎖-左前門
3B1 837 016BP	六角鎖-右前門
3B1 837 016BQ	六角鎖-右前門
3B1 837 016BR	六角鎖-右前門
3B1 837 016C	六角鎖-右前門
3B1 837 016C  XX	六角鎖-右前門-中古
3B1 837 016CC	六角鎖-右前門
3B1 837 016CQ	六角鎖-右前門
3B1 837 461  XX	升降機-電動左前-中古
3B1 837 461 *	升降機-電動左前
3B1 837 461 ~	升降機-電動左前
3B1 837 461 ~1	升降機-電動左前
3B1 837 462 *	升降機-電動右前
3B1 837 462 ~	升降機-電動右前
3B1 837 462 ~1	升降機-電動右前
3B1 857 122B A94	手套箱蓋板-黑
3B1 857 507AB S *	後視鏡總成-左電動可折
3B1 857 507C 01C	後視鏡座-左電動
3B1 857 507C HS	後視鏡座總成-左電動廣角
3B1 857 507R 01C	後視鏡座-左電動可折代燈
3B1 857 508BB S *	後視鏡總成-右電動可折
3B1 867 171C  FEM	內把手飾蓋-左前
3B1 955 113B	雨刷馬達
3B1 955 113B *	雨刷馬達
3B1 955 409B	雨刷臂-左
3B1 955 410B	雨刷臂-右
3B1 955 425C	雨刷片-右-軟式
3B1 955 425C *	雨刷片-右-軟式
3B1 955 603B	雨刷桿支架
3B1 955 603B ~	雨刷桿支架
3B4 831 051AC	門總成-左前
3B4 831 051BD	門總成-左前
3B4 831 051BF XX	車門總成-左前-中古
3B4 831 052G	門總成-右前
3B4 839 015AG	六角鎖-左後門
3B4 839 015M	六角鎖-左後門
3B4 839 016A  XX	六角鎖-右後門-中古
3B4 839 016AG	六角鎖-右後門
3B4 839 016M	六角鎖-右後門
3B4 839 167	外把手座-左
3B4 839 478A 2ZZ	外水切-右後/鉻
3B4 867 179A A94	內把手拉柄-左後
3B5 513 031B *	避震器-後
3B5 513 031B +	避震器-後
3B5 513 031B -	避震器-後
3B5 513 031B /	避震器-後
3B5 807 417  XX	保桿-後外-中古
3B5 827 025	後箱蓋
3B5 827 025C  XX	後箱蓋-中古
3B5 827 025Q	後箱蓋
3B5 827 301	後箱蓋支架-左
3B5 827 302	後箱蓋支架-右
3B5 827 550A	撐桿-後箱蓋
3B5 827 550A -	撐桿-後箱蓋
3B5 827 550E /	撐桿-後箱蓋
3B5 827 550G ~	撐桿-後箱蓋
3B5 827 705E	防水橡皮-後箱
3B5 833 051AB XX	車門總成-左後-中古
3B5 833 051B	門總成-左後
3B5 833 051B *	門總成-左後
3B5 833 051R	門總成-左後
3B5 839 461	升降機-電動左後
3B5 839 461 *	升降機-電動左後
3B5 839 462	升降機-電動右後
3B5 839 462 *	升降機-電動右後
3B5 854 701  B41	車頂飾條-左
3B5 854 701B 7Z7	車頂飾條-左/鉻
3B5 943 021	牌照燈
3B5 943 021E	牌照燈
3B5 945 095AE /	尾燈-左
3B5 945 095F -	尾燈-左
3B5 945 095F -ZZ	尾燈-左-瑕疵
3B5 945 095F /	尾燈-左
3B5 945 096AE /	尾燈-右
3B5 945 096G -	尾燈-右
3B5 998 026	牌照燈
3B7 601 171   BXF	輪圈蓋
3B7 698 151 +	來令片組-前
3B7 945 095D -	尾燈-左
3B7 945 096D -	尾燈-右
3B7 955 681 /	噴水馬達-大燈
3BD 959 857	電窗開關總成
3C0 121 156T	水管
3C0 121 157AT	水管
3C0 121 253AL	水箱
3C0 121 253AR	水箱
3C0 121 253K	水箱
3C0 121 321	水箱蓋
3C0 122 063G	水管
3C0 122 073FJ	水管-鐵水管>
3C0 122 101EP	水管-上
3C0 122 157EK	水管
3C0 127 434 -	燃油芯-柴油
3C0 127 434 /	燃油芯-柴油
3C0 129 607AB	空氣芯總成
3C0 129 607AD	空氣芯總成
3C0 129 607BA	空氣芯總成
3C0 145 832D #	通氣管-渦輪
3C0 145 834L #	通氣管-渦輪
3C0 145 834M #	通氣管-渦輪
3C0 145 838D #	空氣管-冷卻器
3C0 199 231D	三角架支架-左/右
3C0 199 231E ~	三角架支架-左/右
3C0 199 555Q +	引擎腳-左
3C0 199 555S	引擎腳-左
3C0 199 555S +	引擎腳-左
3C0 199 855E	引擎腳-後
3C0 199 867B /	工字樑下襯套-下
3C0 199 868B /	工字樑下襯套-下
3C0 200 101	消音器-後段
3C0 201 550L	油箱蓋
3C0 201 550M	油箱蓋-柴油
3C0 201 801	活性碳罐
3C0 407 151E	三角架
3C0 407 365A	和尚頭-三角架左
3C0 407 365A *	和尚頭-三角架左
3C0 407 366A	和尚頭-三角架右
3C0 407 366A *	和尚頭-三角架右
3C0 412 303A	避震器橡皮-前
3C0 413 031AA	避震器-前
3C0 413 031AT	避震器-前
3C0 413 031AT ~	避震器-前
3C0 498 201A	防塵套修包-內半軸
3C0 498 621	前輪軸承-代哈扶
3C0 505 223A	後樑搖臂桿-左
3C0 505 224A	後樑搖臂桿-右
3C0 513 049BQ ~	避震器-後
3C0 513 353 *	後避上座
3C0 513 353E -	後避上座
3C0 611 701H	煞車軟管-前
3C0 611 775	煞車軟管-後
3C0 698 151B	來令片組-前
3C0 698 151B -	來令片組-前
3C0 698 151C	來令片組-前
3C0 698 151C +	來令片組-前
3C0 698 151C + ZZ	來令片組-前-中古
3C0 698 151J	來令片組-前
3C0 698 451	來令片組-後
3C0 698 451B	來令片組-後
3C0 698 451D	來令片組-後
3C0 698 451F	來令片組-後
3C0 805 588D	水箱架
3C0 805 588E	水箱架
3C0 805 588H /	水箱架
3C0 805 588H ZZ	水箱架-暇疵
3C0 805 588H ~	水箱架
3C0 805 588J ~	水箱架
3C0 805 911   9B9	擋泥板-左前內龜前下
3C0 805 912   9B9	內龜擋泥板-右前-前端下
3C0 805 971A  9B9	導風板
3C0 807 109B	保桿內鐵-前
3C0 807 183 ~	保桿側固座-前左
3C0 807 217D  GRU *	保桿-前外
3C0 807 217F  GRU	保桿-前外
3C0 807 217G  GRU	保桿-前外
3C0 807 248B	保桿緩衝墊-前
3C0 807 717A  GRU	保桿飾條-左前外
3C0 807 718A  GRU	保桿飾條-右前外
3C0 807 889	保桿側固座-前左下
3C0 810 773	中控馬達-油箱蓋
3C0 819 031	暖排
3C0 820 411C	冷排
3C0 820 411C -	冷排
3C0 820 411C /	冷排
3C0 820 411E /	冷排
3C0 821 021   ZZ	葉子板-左前-瑕疵
3C0 823 031A	引擎蓋
3C0 823 301B	引擎蓋後鈕-左
3C0 823 301E	引擎蓋後鈕-左
3C0 823 302B	引擎蓋後鈕-右
3C0 823 302E	引擎蓋後鈕-右
3C0 823 359	撐桿-引擎蓋
3C0 823 359A ~	撐桿-引擎蓋
3C0 823 480	引擎蓋六角鎖-上
3C0 825 216B	後尾下護板
3C0 825 271A	底盤側護板-左
3C0 825 272A	底盤側護板-右
3C0 831 401C	車門後扭-前左上
3C0 831 411	車門後扭-前左下
3C0 831 411C	車門後扭-前左下
3C0 837 879  GRU	外把手鎖仁飾蓋-左
3C0 837 880  GRU	外把手鎖仁飾蓋-右
3C0 837 885G	內把手座-左前
3C0 837 886G	內把手座-右前
3C0 853 515A  2ZZ	車門飾條-左前-鉻
3C0 853 516A  2ZZ	車門飾條-右前-鉻
3C0 853 600A  MQH  ZZ	VW 標誌-前-瑕疵
3C0 853 651D  PWF	前柵
3C0 853 651F  PWF	前柵
3C0 853 651G  PWF ZZ	前柵-暇疵
3C0 853 671   9B9	通風網-中
3C0 853 671   9B9 *	通風網-中
3C0 853 753A  2ZZ	車門飾條-左後-鉻
3C0 853 754A  2ZZ	車門飾條-右後-鉻
3C0 853 855A  9B9	戶定飾條-左
3C0 853 856A  9B9	戶定飾條-右
3C0 854 855A  9B9	戶定飾板後端蓋-左
3C0 854 856A  9B9	戶定飾板後端蓋-右
3C0 854 939   9B9	車門下飾條-左前
3C0 854 940   9B9	車門下飾條-右前
3C0 854 949   9B9	車門下飾條-左後
3C0 854 950   9B9	車門下飾條-右後
3C0 857 511J  Y20	室內後視鏡-防眩
3C0 857 521	後視鏡片-左
3C0 857 521 ~	後視鏡片-左
3C0 857 521F	後視鏡片-左-防眩
3C0 857 522	後視鏡片-右
